genome	order_color	color	Phylum	Class	Order	Family_old	Family	Genus	Family_AKA	other
GCA.006451095.1.ASM645109v1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g127	Iridoviridae	Trichoplusia ni ascovirus 6b TnAV-6b
GCA.000881595.1.ViralProj32133	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g128	Iridoviridae	Diadromus pulchellus ascovirus 4a 
GCA.000923155.1.ViralProj253719	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g129	Iridoviridae	Armadillidium vulgare iridescent virus 
GCA.000838105.1.ViralProj14124	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g130	Iridoviridae	Invertebrate iridescent virus 6 
GCA.900473875.1.DIV-1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g131	Iridoviridae	Daphnia iridovirus 1 
GCA.000869125.1.ViralProj17099	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g132	Iridoviridae	Aedes taeniorhynchus iridescent virus 
GCA.000891235.1.ViralProj69999	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g132	Iridoviridae	Wiseana iridescent virus 
GCA.000914535.1.ViralProj239736	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g132	Iridoviridae	Invertebrate iridovirus 25 
GCA.000915575.1.ViralProj239738	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g132	Iridoviridae	Invertebrate iridescent virus 30 
GCA.000918955.1.ViralProj243064	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g133	Iridoviridae	Anopheles minimus irodovirus AMIV
GVMAG-S-1041355-83	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g121		GVMAG-S-1041355-83
ERX943717.62.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g122		ERX943717.62.dc
GCA.004788555.1.ASM478855v1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g122		Shrimp hemocyte iridescent virus 20141215
GCA.002826585.1.ASM282658v1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g123		European catfish virus strain=13051/2012
GCA.006457375.1.ASM645737v1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g123		Mandarin fish ranavirus strain=NH-1609
GCA.000846905.1.ViralProj14544	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g124		Singapore grouper iridovirus 
GCA.000839605.1.ViralProj14081	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g125		Lymphocystis disease virus 1 
GCA.001974475.1.ViralProj368971	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g125		Lymphocystis disease virus Sa SA9
GCA.011559005.1.ASM1155900v1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g125		Lymphocystis disease virus 2 strain=LCDV-JP_Oita_2018
GCA.006451655.1.ASM645165v1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g126		Three spot gourami iridovirus TRT15003
GCA.011894875.1.ASM1189487v1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_03	PM_03	g126		Red seabream iridovirus KagYT-96
GVMAG-M-2140918012-1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_04	PM_04	g78		GVMAG-M-2140918012-1
GVMAG-M-3300023184-24	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_04	PM_04	g79		GVMAG-M-3300023184-24
GVMAG-M-3300009182-9	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_04	PM_04	g80		GVMAG-M-3300009182-9
GVMAG-M-3300023179-92	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_04	PM_04	g81		GVMAG-M-3300023179-92
GCA.001602085.1.ViralProj316309	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g51	Marseilleviridae	Brazilian marseillevirus strain=BH2014
GCA.001654305.1.ViralProj323872	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g51	Marseilleviridae	Tokyovirus A1 strain=Tokyovirus A1
GCA.001806195.1.ViralProj349153	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g51	Marseilleviridae	Golden Marseillevirus strain=Golden
GCA.002005685.1.ViralProj376058	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g51	Marseilleviridae	Noumeavirus NMV1
GCA.002826725.1.ASM282672v1	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g51	Marseilleviridae	Tunisvirus fontaine2 strain=U484
GCA.006465445.1.ASM646544v1	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g51	Marseilleviridae	Cannes 8 virus Cannes8
GCA.006472045.1.ASM647204v1	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g51	Marseilleviridae	Port-miou virus 
GVMAG-S-1062768-28	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g52	Marseilleviridae	GVMAG-S-1062768-28
GVMAG-S-3300006056-271	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_01	PM_05	g52	Marseilleviridae	GVMAG-S-3300006056-271
Marseillevirus.LCMAC103	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_02	PM_06	g44		Marseillevirus.LCMAC103
GVMAG-S-1015567-928	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_02	PM_06	g45		GVMAG-S-1015567-928
GVMAG-M-3300015360-154	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_02	PM_06	g46		GVMAG-M-3300015360-154
Marseillevirus.LCMAC102	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_02	PM_06	g47		Marseillevirus.LCMAC102
Marseillevirus.LCMAC101	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_02	PM_06	g48		Marseillevirus.LCMAC101
GVMAG-M-3300005613-23	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_02	PM_06	g49		GVMAG-M-3300005613-23
GVMAG-S-1029409-49	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	Pimascovirales	MA_02	PM_06	g50		GVMAG-S-1029409-49
GVMAG-M-3300025572-1	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g53	Pithoviridae	GVMAG-M-3300025572-1
GCA.003814205.1.ASM381420v1	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g54	Pithoviridae	Solivirus sp. 
Pithovirus.LCDPAC01	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g55	Pithoviridae	Pithovirus.LCDPAC01
GVMAG-M-3300005987-10	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g56	Pithoviridae	GVMAG-M-3300005987-10
GVMAG-S-1021933-23	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g57	Pithoviridae	GVMAG-S-1021933-23
GVMAG-M-3300021389-12	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g58	Pithoviridae	GVMAG-M-3300021389-12
GCA.002892525.1.ASM289252v1	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g59	Pithoviridae	Orpheovirus IHUMI-LCC2 strain=IHUMI-LCC2
Pithovirus.LCPAC201	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g60	Pithoviridae	Pithovirus.LCPAC201
Pithovirus.LCPAC202	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g60	Pithoviridae	Pithovirus.LCPAC202
GVMAG-S-1096103-95	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g61	Pithoviridae	GVMAG-S-1096103-95
Pithovirus.LCPAC304	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g61	Pithoviridae	Pithovirus.LCPAC304
GCA.003814225.1.ASM381422v1	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g62	Pithoviridae	Solumvirus sp. 
GVMAG-S-1104514-73	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g63	Pithoviridae	GVMAG-S-1104514-73
GVMAG-S-3300007519-189	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g64	Pithoviridae	GVMAG-S-3300007519-189
GCA.000916835.1.ViralProj237323	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g65	Pithoviridae	Pithovirus sibericum P1084-T
GCA.001995575.1.ViralProj357483	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g66	Pithoviridae	Cedratvirus A11 strain=A11
GCA.900205285.1.ASM90020528v1	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g66	Pithoviridae	Cedratvirus lausannensis 
GCA.900323535.1.PRJEB25578	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g66	Pithoviridae	Brazilian cedratvirus IHUMI strain=IHUMI-27.7
Pithovirus.LCPAC104	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g67	Pithoviridae	Pithovirus.LCPAC104
Pithovirus.LCPAC401	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g68	Pithoviridae	Pithovirus.LCPAC401
Pithovirus.LCPAC403	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g68	Pithoviridae	Pithovirus.LCPAC403
Pithovirus.LCPAC406	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g68	Pithoviridae	Pithovirus.LCPAC406
Pithovirus.LCPAC404	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g69	Pithoviridae	Pithovirus.LCPAC404
GVMAG-S-1025707-429	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_01	PM_07	g70	Pithoviridae	GVMAG-S-1025707-429
SRX247688.42.dc	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_02	PM_08	g71		SRX247688.42.dc
GVMAG-M-3300014838-21	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_02	PM_08	g72		GVMAG-M-3300014838-21
GVMAG-M-3300014838-63	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_02	PM_08	g73		GVMAG-M-3300014838-63
GVMAG-M-3300021079-18	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_02	PM_08	g74		GVMAG-M-3300021079-18
GVMAG-M-3300027790-3	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_02	PM_08	g75		GVMAG-M-3300027790-3
Pithovirus.LCPAC101	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_03	PM_09	g76		Pithovirus.LCPAC101
Marseillevirus.LCMAC201	#3d85c6	8E8E8E	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_03	PM_09	g77		Marseillevirus.LCMAC201
Marseillevirus.LCMAC202	#3d85c6	8E8E8E	Nucleocytoviricota	Megaviricetes	Pimascovirales	PT_03	PM_09	g77		Marseillevirus.LCMAC202
DhV1.fna	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	incertae_sedis	PM_10	g345	Mininucleoviridae	
PaV1.fna	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	incertae_sedis	PM_10	g345	Mininucleoviridae	
CmV1.fna	#3d85c6	a6cee3	Nucleocytoviricota	Megaviricetes	Pimascovirales	incertae_sedis	PM_10	g345	Mininucleoviridae	
SRX802202.32.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_incertae_sedis	PM_incertae_sedis	g82		SRX802202.32.dc
